reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-03-15,wk inc flu hosp,0,2025-03-15,US,quantile,0.01,6608.0
2025-03-15,wk inc flu hosp,0,2025-03-15,US,quantile,0.025,11044.0
2025-03-15,wk inc flu hosp,0,2025-03-15,US,quantile,0.05,13951.0
2025-03-15,wk inc flu hosp,0,2025-03-15,US,quantile,0.1,16090.0
2025-03-15,wk inc flu hosp,0,2025-03-15,US,quantile,0.15,16975.0
2025-03-15,wk inc flu hosp,0,2025-03-15,US,quantile,0.2,17288.0
2025-03-15,wk inc flu hosp,0,2025-03-15,US,quantile,0.25,17606.0
2025-03-15,wk inc flu hosp,0,2025-03-15,US,quantile,0.3,17862.0
2025-03-15,wk inc flu hosp,0,2025-03-15,US,quantile,0.35,18185.0
2025-03-15,wk inc flu hosp,0,2025-03-15,US,quantile,0.4,18502.0
2025-03-15,wk inc flu hosp,0,2025-03-15,US,quantile,0.45,18880.0
2025-03-15,wk inc flu hosp,0,2025-03-15,US,quantile,0.5,19162.0
2025-03-15,wk inc flu hosp,0,2025-03-15,US,quantile,0.55,19420.0
2025-03-15,wk inc flu hosp,0,2025-03-15,US,quantile,0.6,19796.0
2025-03-15,wk inc flu hosp,0,2025-03-15,US,quantile,0.65,20113.0
2025-03-15,wk inc flu hosp,0,2025-03-15,US,quantile,0.7,20365.0
2025-03-15,wk inc flu hosp,0,2025-03-15,US,quantile,0.75,20633.0
2025-03-15,wk inc flu hosp,0,2025-03-15,US,quantile,0.8,21011.0
2025-03-15,wk inc flu hosp,0,2025-03-15,US,quantile,0.85,21651.0
2025-03-15,wk inc flu hosp,0,2025-03-15,US,quantile,0.9,22451.0
2025-03-15,wk inc flu hosp,0,2025-03-15,US,quantile,0.95,23962.0
2025-03-15,wk inc flu hosp,0,2025-03-15,US,quantile,0.975,25434.0
2025-03-15,wk inc flu hosp,0,2025-03-15,US,quantile,0.99,27447.0
2025-03-15,wk inc flu hosp,1,2025-03-22,US,quantile,0.01,3598.0
2025-03-15,wk inc flu hosp,1,2025-03-22,US,quantile,0.025,6459.0
2025-03-15,wk inc flu hosp,1,2025-03-22,US,quantile,0.05,9684.0
2025-03-15,wk inc flu hosp,1,2025-03-22,US,quantile,0.1,11523.0
2025-03-15,wk inc flu hosp,1,2025-03-22,US,quantile,0.15,12972.0
2025-03-15,wk inc flu hosp,1,2025-03-22,US,quantile,0.2,13674.0
2025-03-15,wk inc flu hosp,1,2025-03-22,US,quantile,0.25,14242.0
2025-03-15,wk inc flu hosp,1,2025-03-22,US,quantile,0.3,14676.0
2025-03-15,wk inc flu hosp,1,2025-03-22,US,quantile,0.35,15071.0
2025-03-15,wk inc flu hosp,1,2025-03-22,US,quantile,0.4,15577.0
2025-03-15,wk inc flu hosp,1,2025-03-22,US,quantile,0.45,16041.0
2025-03-15,wk inc flu hosp,1,2025-03-22,US,quantile,0.5,16471.0
2025-03-15,wk inc flu hosp,1,2025-03-22,US,quantile,0.55,16918.0
2025-03-15,wk inc flu hosp,1,2025-03-22,US,quantile,0.6,17354.0
2025-03-15,wk inc flu hosp,1,2025-03-22,US,quantile,0.65,17791.0
2025-03-15,wk inc flu hosp,1,2025-03-22,US,quantile,0.7,18279.0
2025-03-15,wk inc flu hosp,1,2025-03-22,US,quantile,0.75,18792.0
2025-03-15,wk inc flu hosp,1,2025-03-22,US,quantile,0.8,19403.0
2025-03-15,wk inc flu hosp,1,2025-03-22,US,quantile,0.85,20232.0
2025-03-15,wk inc flu hosp,1,2025-03-22,US,quantile,0.9,21154.0
2025-03-15,wk inc flu hosp,1,2025-03-22,US,quantile,0.95,23055.0
2025-03-15,wk inc flu hosp,1,2025-03-22,US,quantile,0.975,24849.0
2025-03-15,wk inc flu hosp,1,2025-03-22,US,quantile,0.99,27712.0
2025-03-15,wk inc flu hosp,2,2025-03-29,US,quantile,0.01,2437.0
2025-03-15,wk inc flu hosp,2,2025-03-29,US,quantile,0.025,4341.0
2025-03-15,wk inc flu hosp,2,2025-03-29,US,quantile,0.05,6552.0
2025-03-15,wk inc flu hosp,2,2025-03-29,US,quantile,0.1,9042.0
2025-03-15,wk inc flu hosp,2,2025-03-29,US,quantile,0.15,10244.0
2025-03-15,wk inc flu hosp,2,2025-03-29,US,quantile,0.2,11131.0
2025-03-15,wk inc flu hosp,2,2025-03-29,US,quantile,0.25,11882.0
2025-03-15,wk inc flu hosp,2,2025-03-29,US,quantile,0.3,12353.0
2025-03-15,wk inc flu hosp,2,2025-03-29,US,quantile,0.35,12962.0
2025-03-15,wk inc flu hosp,2,2025-03-29,US,quantile,0.4,13482.0
2025-03-15,wk inc flu hosp,2,2025-03-29,US,quantile,0.45,13949.0
2025-03-15,wk inc flu hosp,2,2025-03-29,US,quantile,0.5,14422.0
2025-03-15,wk inc flu hosp,2,2025-03-29,US,quantile,0.55,14940.0
