reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-05-24,wk inc flu hosp,0,2025-05-24,01,quantile,0.01,0.965
2025-05-24,wk inc flu hosp,0,2025-05-24,01,quantile,0.025,1.353
2025-05-24,wk inc flu hosp,0,2025-05-24,01,quantile,0.05,1.805
2025-05-24,wk inc flu hosp,0,2025-05-24,01,quantile,0.1,2.302
2025-05-24,wk inc flu hosp,0,2025-05-24,01,quantile,0.15,2.654
2025-05-24,wk inc flu hosp,0,2025-05-24,01,quantile,0.2,3.083
2025-05-24,wk inc flu hosp,0,2025-05-24,01,quantile,0.25,3.345
2025-05-24,wk inc flu hosp,0,2025-05-24,01,quantile,0.3,3.637
2025-05-24,wk inc flu hosp,0,2025-05-24,01,quantile,0.35,3.936
2025-05-24,wk inc flu hosp,0,2025-05-24,01,quantile,0.4,4.336
2025-05-24,wk inc flu hosp,0,2025-05-24,01,quantile,0.45,4.677
2025-05-24,wk inc flu hosp,0,2025-05-24,01,quantile,0.5,5.015
2025-05-24,wk inc flu hosp,0,2025-05-24,01,quantile,0.55,5.508
2025-05-24,wk inc flu hosp,0,2025-05-24,01,quantile,0.6,5.945
2025-05-24,wk inc flu hosp,0,2025-05-24,01,quantile,0.65,6.719
2025-05-24,wk inc flu hosp,0,2025-05-24,01,quantile,0.7,7.176
2025-05-24,wk inc flu hosp,0,2025-05-24,01,quantile,0.75,7.983
2025-05-24,wk inc flu hosp,0,2025-05-24,01,quantile,0.8,9.009
2025-05-24,wk inc flu hosp,0,2025-05-24,01,quantile,0.85,10.846
2025-05-24,wk inc flu hosp,0,2025-05-24,01,quantile,0.9,13.67
2025-05-24,wk inc flu hosp,0,2025-05-24,01,quantile,0.95,16.825
2025-05-24,wk inc flu hosp,0,2025-05-24,01,quantile,0.975,20.208
2025-05-24,wk inc flu hosp,0,2025-05-24,01,quantile,0.99,26.628
2025-05-24,wk inc flu hosp,1,2025-05-31,01,quantile,0.01,0.36
2025-05-24,wk inc flu hosp,1,2025-05-31,01,quantile,0.025,0.533
2025-05-24,wk inc flu hosp,1,2025-05-31,01,quantile,0.05,0.693
2025-05-24,wk inc flu hosp,1,2025-05-31,01,quantile,0.1,0.949
2025-05-24,wk inc flu hosp,1,2025-05-31,01,quantile,0.15,1.186
2025-05-24,wk inc flu hosp,1,2025-05-31,01,quantile,0.2,1.364
2025-05-24,wk inc flu hosp,1,2025-05-31,01,quantile,0.25,1.522
2025-05-24,wk inc flu hosp,1,2025-05-31,01,quantile,0.3,1.708
2025-05-24,wk inc flu hosp,1,2025-05-31,01,quantile,0.35,1.99
2025-05-24,wk inc flu hosp,1,2025-05-31,01,quantile,0.4,2.268
2025-05-24,wk inc flu hosp,1,2025-05-31,01,quantile,0.45,2.494
2025-05-24,wk inc flu hosp,1,2025-05-31,01,quantile,0.5,2.724
2025-05-24,wk inc flu hosp,1,2025-05-31,01,quantile,0.55,3.111
2025-05-24,wk inc flu hosp,1,2025-05-31,01,quantile,0.6,3.492
2025-05-24,wk inc flu hosp,1,2025-05-31,01,quantile,0.65,3.95
