reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-11-23,wk inc flu hosp,0,2024-11-23,US,quantile,0.01,765.0
2024-11-23,wk inc flu hosp,0,2024-11-23,US,quantile,0.025,1201.0
2024-11-23,wk inc flu hosp,0,2024-11-23,US,quantile,0.05,1412.0
2024-11-23,wk inc flu hosp,0,2024-11-23,US,quantile,0.1,1951.0
2024-11-23,wk inc flu hosp,0,2024-11-23,US,quantile,0.15,2187.0
2024-11-23,wk inc flu hosp,0,2024-11-23,US,quantile,0.2,2348.0
2024-11-23,wk inc flu hosp,0,2024-11-23,US,quantile,0.25,2513.0
2024-11-23,wk inc flu hosp,0,2024-11-23,US,quantile,0.3,2688.0
2024-11-23,wk inc flu hosp,0,2024-11-23,US,quantile,0.35,2826.0
2024-11-23,wk inc flu hosp,0,2024-11-23,US,quantile,0.4,2954.0
2024-11-23,wk inc flu hosp,0,2024-11-23,US,quantile,0.45,3086.0
2024-11-23,wk inc flu hosp,0,2024-11-23,US,quantile,0.5,3247.0
2024-11-23,wk inc flu hosp,0,2024-11-23,US,quantile,0.55,3384.0
2024-11-23,wk inc flu hosp,0,2024-11-23,US,quantile,0.6,3528.0
2024-11-23,wk inc flu hosp,0,2024-11-23,US,quantile,0.65,3672.0
2024-11-23,wk inc flu hosp,0,2024-11-23,US,quantile,0.7,3830.0
2024-11-23,wk inc flu hosp,0,2024-11-23,US,quantile,0.75,4077.0
2024-11-23,wk inc flu hosp,0,2024-11-23,US,quantile,0.8,4380.0
2024-11-23,wk inc flu hosp,0,2024-11-23,US,quantile,0.85,4718.0
2024-11-23,wk inc flu hosp,0,2024-11-23,US,quantile,0.9,5207.0
2024-11-23,wk inc flu hosp,0,2024-11-23,US,quantile,0.95,6059.0
2024-11-23,wk inc flu hosp,0,2024-11-23,US,quantile,0.975,7026.0
2024-11-23,wk inc flu hosp,0,2024-11-23,US,quantile,0.99,8359.0
2024-11-23,wk inc flu hosp,1,2024-11-30,US,quantile,0.01,1062.0
2024-11-23,wk inc flu hosp,1,2024-11-30,US,quantile,0.025,1387.0
2024-11-23,wk inc flu hosp,1,2024-11-30,US,quantile,0.05,1704.0
2024-11-23,wk inc flu hosp,1,2024-11-30,US,quantile,0.1,2195.0
2024-11-23,wk inc flu hosp,1,2024-11-30,US,quantile,0.15,2523.0
2024-11-23,wk inc flu hosp,1,2024-11-30,US,quantile,0.2,2781.0
2024-11-23,wk inc flu hosp,1,2024-11-30,US,quantile,0.25,2997.0
2024-11-23,wk inc flu hosp,1,2024-11-30,US,quantile,0.3,3192.0
2024-11-23,wk inc flu hosp,1,2024-11-30,US,quantile,0.35,3388.0
2024-11-23,wk inc flu hosp,1,2024-11-30,US,quantile,0.4,3601.0
2024-11-23,wk inc flu hosp,1,2024-11-30,US,quantile,0.45,3782.0
2024-11-23,wk inc flu hosp,1,2024-11-30,US,quantile,0.5,3996.0
2024-11-23,wk inc flu hosp,1,2024-11-30,US,quantile,0.55,4215.0
2024-11-23,wk inc flu hosp,1,2024-11-30,US,quantile,0.6,4434.0
2024-11-23,wk inc flu hosp,1,2024-11-30,US,quantile,0.65,4676.0
2024-11-23,wk inc flu hosp,1,2024-11-30,US,quantile,0.7,4975.0
2024-11-23,wk inc flu hosp,1,2024-11-30,US,quantile,0.75,5319.0
2024-11-23,wk inc flu hosp,1,2024-11-30,US,quantile,0.8,5753.0
2024-11-23,wk inc flu hosp,1,2024-11-30,US,quantile,0.85,6288.0
2024-11-23,wk inc flu hosp,1,2024-11-30,US,quantile,0.9,7097.0
2024-11-23,wk inc flu hosp,1,2024-11-30,US,quantile,0.95,8624.0
2024-11-23,wk inc flu hosp,1,2024-11-30,US,quantile,0.975,10251.0
2024-11-23,wk inc flu hosp,1,2024-11-30,US,quantile,0.99,11607.0
2024-11-23,wk inc flu hosp,2,2024-12-07,US,quantile,0.01,1319.0
2024-11-23,wk inc flu hosp,2,2024-12-07,US,quantile,0.025,1643.0
2024-11-23,wk inc flu hosp,2,2024-12-07,US,quantile,0.05,2047.0
2024-11-23,wk inc flu hosp,2,2024-12-07,US,quantile,0.1,2589.0
2024-11-23,wk inc flu hosp,2,2024-12-07,US,quantile,0.15,3014.0
2024-11-23,wk inc flu hosp,2,2024-12-07,US,quantile,0.2,3333.0
2024-11-23,wk inc flu hosp,2,2024-12-07,US,quantile,0.25,3606.0
2024-11-23,wk inc flu hosp,2,2024-12-07,US,quantile,0.3,3861.0
2024-11-23,wk inc flu hosp,2,2024-12-07,US,quantile,0.35,4094.0
2024-11-23,wk inc flu hosp,2,2024-12-07,US,quantile,0.4,4372.0
2024-11-23,wk inc flu hosp,2,2024-12-07,US,quantile,0.45,4654.0
2024-11-23,wk inc flu hosp,2,2024-12-07,US,quantile,0.5,4917.0
2024-11-23,wk inc flu hosp,2,2024-12-07,US,quantile,0.55,5166.0
2024-11-23,wk inc flu hosp,2,2024-12-07,US,quantile,0.6,5469.0
2024-11-23,wk inc flu hosp,2,2024-12-07,US,quantile,0.65,5832.0
2024-11-23,wk inc flu hosp,2,2024-12-07,US,quantile,0.7,6197.0
2024-11-23,wk inc flu hosp,2,2024-12-07,US,quantile,0.75,6722.0
2024-11-23,wk inc flu hosp,2,2024-12-07,US,quantile,0.8,7416.0
2024-11-23,wk inc flu hosp,2,2024-12-07,US,quantile,0.85,8242.0
2024-11-23,wk inc flu hosp,2,2024-12-07,US,quantile,0.9,9414.0
2024-11-23,wk inc flu hosp,2,2024-12-07,US,quantile,0.95,11956.0
2024-11-23,wk inc flu hosp,2,2024-12-07,US,quantile,0.975,14952.0
2024-11-23,wk inc flu hosp,2,2024-12-07,US,quantile,0.99,17653.0
2024-11-23,wk inc flu hosp,3,2024-12-14,US,quantile,0.01,1912.0
2024-11-23,wk inc flu hosp,3,2024-12-14,US,quantile,0.025,2280.0
2024-11-23,wk inc flu hosp,3,2024-12-14,US,quantile,0.05,2692.0
2024-11-23,wk inc flu hosp,3,2024-12-14,US,quantile,0.1,3387.0
2024-11-23,wk inc flu hosp,3,2024-12-14,US,quantile,0.15,3897.0
2024-11-23,wk inc flu hosp,3,2024-12-14,US,quantile,0.2,4327.0
