reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-11-30,wk inc flu hosp,0,2024-11-30,US,quantile,0.01,2245.3754955770805
2024-11-30,wk inc flu hosp,0,2024-11-30,US,quantile,0.025,3077.5548841825816
2024-11-30,wk inc flu hosp,0,2024-11-30,US,quantile,0.05,3259.6073316135644
2024-11-30,wk inc flu hosp,0,2024-11-30,US,quantile,0.1,3366.462410679167
2024-11-30,wk inc flu hosp,0,2024-11-30,US,quantile,0.15,3425.1816519103863
2024-11-30,wk inc flu hosp,0,2024-11-30,US,quantile,0.2,3466.955631639915
2024-11-30,wk inc flu hosp,0,2024-11-30,US,quantile,0.25,3510.3936781874713
2024-11-30,wk inc flu hosp,0,2024-11-30,US,quantile,0.3,3529.615597529043
2024-11-30,wk inc flu hosp,0,2024-11-30,US,quantile,0.35,3542.086823369164
2024-11-30,wk inc flu hosp,0,2024-11-30,US,quantile,0.4,3572.529250327958
2024-11-30,wk inc flu hosp,0,2024-11-30,US,quantile,0.45,3604.633585731409
2024-11-30,wk inc flu hosp,0,2024-11-30,US,quantile,0.5,3651.833003569549
2024-11-30,wk inc flu hosp,0,2024-11-30,US,quantile,0.55,3690.5687244154406
2024-11-30,wk inc flu hosp,0,2024-11-30,US,quantile,0.6,3729.26623345419
2024-11-30,wk inc flu hosp,0,2024-11-30,US,quantile,0.65,3767.419994097326
2024-11-30,wk inc flu hosp,0,2024-11-30,US,quantile,0.7,3802.1229746668737
2024-11-30,wk inc flu hosp,0,2024-11-30,US,quantile,0.75,3849.092816270803
2024-11-30,wk inc flu hosp,0,2024-11-30,US,quantile,0.8,3914.389440255026
2024-11-30,wk inc flu hosp,0,2024-11-30,US,quantile,0.85,3955.721192362894
2024-11-30,wk inc flu hosp,0,2024-11-30,US,quantile,0.9,4117.99492299209
2024-11-30,wk inc flu hosp,0,2024-11-30,US,quantile,0.95,4134.181800970369
2024-11-30,wk inc flu hosp,0,2024-11-30,US,quantile,0.975,4386.176111537839
2024-11-30,wk inc flu hosp,0,2024-11-30,US,quantile,0.99,5298.549827040078
2024-11-30,wk inc flu hosp,1,2024-12-07,US,quantile,0.01,2063.5184908835304
2024-11-30,wk inc flu hosp,1,2024-12-07,US,quantile,0.025,2688.362411984555
2024-11-30,wk inc flu hosp,1,2024-12-07,US,quantile,0.05,3440.630435985884
2024-11-30,wk inc flu hosp,1,2024-12-07,US,quantile,0.1,3669.5802019780185
2024-11-30,wk inc flu hosp,1,2024-12-07,US,quantile,0.15,3796.9704384923903
2024-11-30,wk inc flu hosp,1,2024-12-07,US,quantile,0.2,3939.427903597987
2024-11-30,wk inc flu hosp,1,2024-12-07,US,quantile,0.25,3996.8551470086923
2024-11-30,wk inc flu hosp,1,2024-12-07,US,quantile,0.3,4030.0789041521384
2024-11-30,wk inc flu hosp,1,2024-12-07,US,quantile,0.35,4061.394131964154
2024-11-30,wk inc flu hosp,1,2024-12-07,US,quantile,0.4,4106.596109950015
2024-11-30,wk inc flu hosp,1,2024-12-07,US,quantile,0.45,4200.791108577853
2024-11-30,wk inc flu hosp,1,2024-12-07,US,quantile,0.5,4286.403812358357
2024-11-30,wk inc flu hosp,1,2024-12-07,US,quantile,0.55,4379.497618844293
2024-11-30,wk inc flu hosp,1,2024-12-07,US,quantile,0.6,4467.2851308922745
2024-11-30,wk inc flu hosp,1,2024-12-07,US,quantile,0.65,4613.408066380287
2024-11-30,wk inc flu hosp,1,2024-12-07,US,quantile,0.7,4753.872454517031
2024-11-30,wk inc flu hosp,1,2024-12-07,US,quantile,0.75,5022.506991595461
2024-11-30,wk inc flu hosp,1,2024-12-07,US,quantile,0.8,5231.159802661542
2024-11-30,wk inc flu hosp,1,2024-12-07,US,quantile,0.85,5494.742565523819
2024-11-30,wk inc flu hosp,1,2024-12-07,US,quantile,0.9,5736.5813001873
2024-11-30,wk inc flu hosp,1,2024-12-07,US,quantile,0.95,6017.72671740571
2024-11-30,wk inc flu hosp,1,2024-12-07,US,quantile,0.975,6237.345959104192
2024-11-30,wk inc flu hosp,1,2024-12-07,US,quantile,0.99,6637.666832135524
2024-11-30,wk inc flu hosp,2,2024-12-14,US,quantile,0.01,2452.923460113761
2024-11-30,wk inc flu hosp,2,2024-12-14,US,quantile,0.025,2945.598106897695
2024-11-30,wk inc flu hosp,2,2024-12-14,US,quantile,0.05,3671.677218577565
2024-11-30,wk inc flu hosp,2,2024-12-14,US,quantile,0.1,4423.432232831199
2024-11-30,wk inc flu hosp,2,2024-12-14,US,quantile,0.15,4820.347113334101
2024-11-30,wk inc flu hosp,2,2024-12-14,US,quantile,0.2,5088.447676522935
