reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-05-03,wk inc flu hosp,0,2025-05-03,01,quantile,0.01,0.0
2025-05-03,wk inc flu hosp,0,2025-05-03,01,quantile,0.025,0.0
2025-05-03,wk inc flu hosp,0,2025-05-03,01,quantile,0.05,0.0
2025-05-03,wk inc flu hosp,0,2025-05-03,01,quantile,0.1,0.0
2025-05-03,wk inc flu hosp,0,2025-05-03,01,quantile,0.15,0.375
2025-05-03,wk inc flu hosp,0,2025-05-03,01,quantile,0.2,7.503
2025-05-03,wk inc flu hosp,0,2025-05-03,01,quantile,0.25,12.404
2025-05-03,wk inc flu hosp,0,2025-05-03,01,quantile,0.3,16.31
2025-05-03,wk inc flu hosp,0,2025-05-03,01,quantile,0.35,20.488
2025-05-03,wk inc flu hosp,0,2025-05-03,01,quantile,0.4,24.079
2025-05-03,wk inc flu hosp,0,2025-05-03,01,quantile,0.45,27.48
2025-05-03,wk inc flu hosp,0,2025-05-03,01,quantile,0.5,31.027
2025-05-03,wk inc flu hosp,0,2025-05-03,01,quantile,0.55,34.157
2025-05-03,wk inc flu hosp,0,2025-05-03,01,quantile,0.6,37.016
2025-05-03,wk inc flu hosp,0,2025-05-03,01,quantile,0.65,39.909
2025-05-03,wk inc flu hosp,0,2025-05-03,01,quantile,0.7,43.663
2025-05-03,wk inc flu hosp,0,2025-05-03,01,quantile,0.75,47.594
2025-05-03,wk inc flu hosp,0,2025-05-03,01,quantile,0.8,51.947
2025-05-03,wk inc flu hosp,0,2025-05-03,01,quantile,0.85,56.139
2025-05-03,wk inc flu hosp,0,2025-05-03,01,quantile,0.9,62.534
2025-05-03,wk inc flu hosp,0,2025-05-03,01,quantile,0.95,71.249
2025-05-03,wk inc flu hosp,0,2025-05-03,01,quantile,0.975,78.192
2025-05-03,wk inc flu hosp,0,2025-05-03,01,quantile,0.99,90.639
2025-05-03,wk inc flu hosp,1,2025-05-10,01,quantile,0.01,0.0
2025-05-03,wk inc flu hosp,1,2025-05-10,01,quantile,0.025,0.0
2025-05-03,wk inc flu hosp,1,2025-05-10,01,quantile,0.05,0.0
2025-05-03,wk inc flu hosp,1,2025-05-10,01,quantile,0.1,0.0
2025-05-03,wk inc flu hosp,1,2025-05-10,01,quantile,0.15,0.0
2025-05-03,wk inc flu hosp,1,2025-05-10,01,quantile,0.2,1.84
2025-05-03,wk inc flu hosp,1,2025-05-10,01,quantile,0.25,6.762
2025-05-03,wk inc flu hosp,1,2025-05-10,01,quantile,0.3,11.769
2025-05-03,wk inc flu hosp,1,2025-05-10,01,quantile,0.35,15.541
2025-05-03,wk inc flu hosp,1,2025-05-10,01,quantile,0.4,20.374
2025-05-03,wk inc flu hosp,1,2025-05-10,01,quantile,0.45,24.256
2025-05-03,wk inc flu hosp,1,2025-05-10,01,quantile,0.5,28.703
2025-05-03,wk inc flu hosp,1,2025-05-10,01,quantile,0.55,33.047
2025-05-03,wk inc flu hosp,1,2025-05-10,01,quantile,0.6,36.952
2025-05-03,wk inc flu hosp,1,2025-05-10,01,quantile,0.65,41.487
2025-05-03,wk inc flu hosp,1,2025-05-10,01,quantile,0.7,46.637
2025-05-03,wk inc flu hosp,1,2025-05-10,01,quantile,0.75,51.872
2025-05-03,wk inc flu hosp,1,2025-05-10,01,quantile,0.8,59.133
2025-05-03,wk inc flu hosp,1,2025-05-10,01,quantile,0.85,66.405
2025-05-03,wk inc flu hosp,1,2025-05-10,01,quantile,0.9,73.114
2025-05-03,wk inc flu hosp,1,2025-05-10,01,quantile,0.95,83.496
2025-05-03,wk inc flu hosp,1,2025-05-10,01,quantile,0.975,96.144
2025-05-03,wk inc flu hosp,1,2025-05-10,01,quantile,0.99,111.966
2025-05-03,wk inc flu hosp,2,2025-05-17,01,quantile,0.01,0.0
2025-05-03,wk inc flu hosp,2,2025-05-17,01,quantile,0.025,0.0
2025-05-03,wk inc flu hosp,2,2025-05-17,01,quantile,0.05,0.0
2025-05-03,wk inc flu hosp,2,2025-05-17,01,quantile,0.1,0.0
2025-05-03,wk inc flu hosp,2,2025-05-17,01,quantile,0.15,0.0
2025-05-03,wk inc flu hosp,2,2025-05-17,01,quantile,0.2,0.0
2025-05-03,wk inc flu hosp,2,2025-05-17,01,quantile,0.25,0.0
2025-05-03,wk inc flu hosp,2,2025-05-17,01,quantile,0.3,1.785
2025-05-03,wk inc flu hosp,2,2025-05-17,01,quantile,0.35,7.946
2025-05-03,wk inc flu hosp,2,2025-05-17,01,quantile,0.4,14.016
2025-05-03,wk inc flu hosp,2,2025-05-17,01,quantile,0.45,19.336
2025-05-03,wk inc flu hosp,2,2025-05-17,01,quantile,0.5,24.058
2025-05-03,wk inc flu hosp,2,2025-05-17,01,quantile,0.55,30.391
2025-05-03,wk inc flu hosp,2,2025-05-17,01,quantile,0.6,36.389
2025-05-03,wk inc flu hosp,2,2025-05-17,01,quantile,0.65,42.418
2025-05-03,wk inc flu hosp,2,2025-05-17,01,quantile,0.7,47.571
2025-05-03,wk inc flu hosp,2,2025-05-17,01,quantile,0.75,56.152
2025-05-03,wk inc flu hosp,2,2025-05-17,01,quantile,0.8,63.918
2025-05-03,wk inc flu hosp,2,2025-05-17,01,quantile,0.85,71.861
2025-05-03,wk inc flu hosp,2,2025-05-17,01,quantile,0.9,86.201
2025-05-03,wk inc flu hosp,2,2025-05-17,01,quantile,0.95,103.136
2025-05-03,wk inc flu hosp,2,2025-05-17,01,quantile,0.975,118.765
2025-05-03,wk inc flu hosp,2,2025-05-17,01,quantile,0.99,140.495
2025-05-03,wk inc flu hosp,3,2025-05-24,01,quantile,0.01,0.0
2025-05-03,wk inc flu hosp,3,2025-05-24,01,quantile,0.025,0.0
2025-05-03,wk inc flu hosp,3,2025-05-24,01,quantile,0.05,0.0
2025-05-03,wk inc flu hosp,3,2025-05-24,01,quantile,0.1,0.0
2025-05-03,wk inc flu hosp,3,2025-05-24,01,quantile,0.15,0.0
2025-05-03,wk inc flu hosp,3,2025-05-24,01,quantile,0.2,0.0
2025-05-03,wk inc flu hosp,3,2025-05-24,01,quantile,0.25,0.0
2025-05-03,wk inc flu hosp,3,2025-05-24,01,quantile,0.3,1.987
2025-05-03,wk inc flu hosp,3,2025-05-24,01,quantile,0.35,8.087
2025-05-03,wk inc flu hosp,3,2025-05-24,01,quantile,0.4,14.145
2025-05-03,wk inc flu hosp,3,2025-05-24,01,quantile,0.45,19.934
2025-05-03,wk inc flu hosp,3,2025-05-24,01,quantile,0.5,25.15
2025-05-03,wk inc flu hosp,3,2025-05-24,01,quantile,0.55,29.667
2025-05-03,wk inc flu hosp,3,2025-05-24,01,quantile,0.6,35.475
2025-05-03,wk inc flu hosp,3,2025-05-24,01,quantile,0.65,41.03
2025-05-03,wk inc flu hosp,3,2025-05-24,01,quantile,0.7,47.897
2025-05-03,wk inc flu hosp,3,2025-05-24,01,quantile,0.75,56.103
2025-05-03,wk inc flu hosp,3,2025-05-24,01,quantile,0.8,65.311
2025-05-03,wk inc flu hosp,3,2025-05-24,01,quantile,0.85,75.03
2025-05-03,wk inc flu hosp,3,2025-05-24,01,quantile,0.9,89.034
2025-05-03,wk inc flu hosp,3,2025-05-24,01,quantile,0.95,114.613
2025-05-03,wk inc flu hosp,3,2025-05-24,01,quantile,0.975,127.023
2025-05-03,wk inc flu hosp,3,2025-05-24,01,quantile,0.99,150.603
2025-05-03,wk inc flu hosp,0,2025-05-03,02,quantile,0.01,0.0
2025-05-03,wk inc flu hosp,0,2025-05-03,02,quantile,0.025,0.0
2025-05-03,wk inc flu hosp,0,2025-05-03,02,quantile,0.05,0.0
2025-05-03,wk inc flu hosp,0,2025-05-03,02,quantile,0.1,0.0
2025-05-03,wk inc flu hosp,0,2025-05-03,02,quantile,0.15,0.0
2025-05-03,wk inc flu hosp,0,2025-05-03,02,quantile,0.2,0.0
2025-05-03,wk inc flu hosp,0,2025-05-03,02,quantile,0.25,0.0
2025-05-03,wk inc flu hosp,0,2025-05-03,02,quantile,0.3,0.0
2025-05-03,wk inc flu hosp,0,2025-05-03,02,quantile,0.35,0.0
2025-05-03,wk inc flu hosp,0,2025-05-03,02,quantile,0.4,0.0
2025-05-03,wk inc flu hosp,0,2025-05-03,02,quantile,0.45,0.0
2025-05-03,wk inc flu hosp,0,2025-05-03,02,quantile,0.5,0.593
2025-05-03,wk inc flu hosp,0,2025-05-03,02,quantile,0.55,1.708
2025-05-03,wk inc flu hosp,0,2025-05-03,02,quantile,0.6,2.981
